,name,text,label,video_path,audio_path,abusive,duration,source,source_link,date_of_collection
2242,non-abusive (2243),টাকা নগদ করা যায় সঞ্চয়পত্র কি তাহলে ভাঙ্গানো যায় না সেটিও যায় অনেক কারণে সঞ্চয়পত্রেই ভরসা রাখতে চান ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2243).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2243).npy,"[1.0, 0.0]",12.28,Youtube,,
2243,non-abusive (2244),অনেকেই তবে আগের মতো চাইলেই এখন আর কেউ যেকোনো পরিমাণ সঞ্চয়পত্র কিনতে পারবেন না পাঁচ লাখ টাকার বেশি অংকের সঞ্চয়পত্র কিনতে হলে ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2244).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2244).npy,"[1.0, 0.0]",10.11,Youtube,,
2244,non-abusive (2245),ইলেকট্রনিক কর শনাক্তকরণ নম্বর থাকতে হয় পাঁচ লাখ টাকা পর্যন্ত বিনিয়োগের ক্ষেত্রে অবশ্য এটি দরকার পড়ে না ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2245).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2245).npy,"[1.0, 0.0]",8.51,Youtube,,
2245,non-abusive (2246),চলতি বছরের শুরুতে সরকার সঞ্চয়পত্রের সুদহার কিছুটা বাড়িয়েছে মোট নয়টি সঞ্চয় কর্মসূচি পাঁচটি সুদহার ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2246).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2246).npy,"[1.0, 0.0]",9.94,Youtube,,
2246,non-abusive (2247),বাড়ানো হয়েছে বর্তমানে পাঁচ বছর মেয়াদী বাংলাদেশী সঞ্চয়পত্রের সুদহার 1237 থেকে 40 শতাংশ আর তিন মাস মেয়াদী ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2247).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2247).npy,"[1.0, 0.0]",9.68,Youtube,,
2247,non-abusive (2248),সঞ্চয়পত্রের সুদ হার প্রথম মেয়াদ পূর্তিতে 1230 শতাংশ পরে তা 125 শতাংশ ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2248).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2248).npy,"[1.0, 0.0]",11.21,Youtube,,
2248,non-abusive (2249),সবচেয়ে বেশি মুনাফা রাখা হয়েছে পেনশন স্কিমে সাড়ে সাত লাখ টাকা নিচে হলে সুধার 125 শতাংশ আর তার উপর হলে সুদহার ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2249).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2249).npy,"[1.0, 0.0]",10.48,Youtube,,
2249,non-abusive (2250),1237 শতাংশ আর পারিবারিক সঞ্চয়পত্রে সুদ সাড়ে 12 শতাংশ সঞ্চয়পত্র অবশ্য বিনিয়োগ হিসেবে সবচেয়ে বেশি নিরাপদ ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2250).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2250).npy,"[1.0, 0.0]",9.84,Youtube,,
2250,non-abusive (2251),নিরাপদ বিনিয়োগে এত উচ্চ সুদ আর বাংলাদেশে কোন বিনিয়োগে আপাতত নেই ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2251).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2251).npy,"[1.0, 0.0]",9.74,Youtube,,
2251,non-abusive (2252),ব্যাংকে আপনি এফডিআর করতে যাবেন তাতে কিন্তু কিছুটা ঝুঁকি আছে বিশেষ করে কোন ব্যাংকে টাকা রাখবেন তার স্বাস্থ্যকে কেমন টাকাটা কতটা নিরাপদ সেটি চিন্তার ব্যাপার ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2252).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2252).npy,"[1.0, 0.0]",11.64,Youtube,,
2252,non-abusive (2253),কারণ যেসব ব্যাংক বেশি সুদ দিয়ে আমানত নেয় তার মানে তারল সংকট সবচেয়ে বেশি অর্থাৎ তার ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2253).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2253).npy,"[1.0, 0.0]",6.61,Youtube,,
2253,non-abusive (2254),আর্থিক অবস্থা দুর্বল কিন্তু যেসব ব্যাংকের স্বাস্থ্য মজবুত তারা এফডিআর এ বেশি সুদ দিতে নারাজ কারণ তার ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2254).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2254).npy,"[1.0, 0.0]",12.15,Youtube,,
2254,non-abusive (2255),নগদ টাকার সংকট নেই দৈনন্দিন জমা উত্তোলন সামাল দিতে বেগও পেতে হয় না ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2255).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2255).npy,"[1.0, 0.0]",8.14,Youtube,,
2255,non-abusive (2256),"বিখ্যাত হয়েছে , আপনারাও দেখেছেন এবং বিশ্বের সমস্ত দোকানদার থেকে শুরু করে পরোটা বানানোর ভিডিও",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2256).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2256).npy,"[1.0, 0.0]",8,Youtube,,
2256,non-abusive (2257),"পরোটা তে তেল কম ঘাম বেশি ব্যাবহার করা হয়। একটা কবিতা হয়ে যাক? গ্রীস্মকালে পাকা পাকা আম, অরুণ দাদার পরোটা",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2257).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2257).npy,"[1.0, 0.0]",8,Youtube,,
2257,non-abusive (2258),ঘামটা মুছিয়ে দিয়ে। এখানে চা খাওয়ানো হয় না। জামাই আদর করা হয়। খুব গরম পরেছে শরবত খাবেন? হে প্রভু,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2258).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2258).npy,"[1.0, 0.0]",8,Youtube,,
2258,non-abusive (2259),যদি তোমরা প্রমাণ করতে পারো বিরিয়ানি তে ভেজাল আছে তাহলে সেই ভেজাল বিরিয়ানির আনলিমিটেড রাইস তোমাকে দেওয়া হবে। ভাইরাল হতে ফুড ভ্লগারের তুমিও,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2259).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2259).npy,"[1.0, 0.0]",8,Youtube,,
2259,non-abusive (2260),সিলেটের ভোলাগঞ্জে ভলাই নদের মুখে যেখানে সাদা পাথরের বিশাল স্তুপ ছিল সেখানে লুটপাটের ফলে এই পর্যটন স্পট ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2260).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2260).npy,"[1.0, 0.0]",10.96,Youtube,,
2260,non-abusive (2261),প্রায় বিরান হয়ে পড়েছে। কিন্তু এমন হুরড়মুড়িয়ে সাদা পাথর লুটের কারণ কি? কি আছে এতে? কি ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2261).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2261).npy,"[1.0, 0.0]",9.92,Youtube,,
2261,non-abusive (2262),কাজে লাগে এই পাথর? এ পাথর তুললে লাভ কি আর ক্ষতি বা কি? এসব প্রশ্নের উত্তর খোঁজার আগে জেনে নেওয়া যাক কোথা থেকে কিভাবে ভোলাগঞ্জে আসে সাদা পাথর। ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2262).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2262).npy,"[1.0, 0.0]",10.32,Youtube,,
2262,non-abusive (2263),ভারতের মেঘালয়ে খাসিয়া জয়ন্তিয়া পাহাড়ের ঝর্ণা থেকে বাংলাদেশে জন্ম নিয়েছে ধোলাইন নদ। বর্ষায় সেই ঝর্ণার প্রাণীর স্রোতে ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2263).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2263).npy,"[1.0, 0.0]",9.6,Youtube,,
2263,non-abusive (2264),ধলাইন নদ বেয়ে ভোলাগঞ্জে নেমে আসে অগণিত সাদা পাথর। নদের উচ্চমুখে অর্থাৎ ভোলাগঞ্জের জিরো পয়েন্টে এসব পাথর জমা হয়। স্বচ্ছ পানির উপর ছড়িয়ে থাকে সাদা পাথরের বিছানা। ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2264).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2264).npy,"[1.0, 0.0]",11.2,Youtube,,
2264,non-abusive (2265),নদের তলায়ও আছে পাথরের বিপুল মজুদ। সাদা পাথর মূলত চুনা পাথর বা লাইমস্টোন ডলোমাইট জাতীয় পদার্থ থেকে গঠিত। ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2265).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2265).npy,"[1.0, 0.0]",11.72,Youtube,,
2265,non-abusive (2266),কোটি কোটি বছর আগের সামুদ্রিক পানির খোলস ও প্রবাল জমে তৈরি হয় এই পাথর। তাই এতে অতিরিক্ত ক্যালসিয়াম কার্বোনেট থাকে। ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2266).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2266).npy,"[1.0, 0.0]",8.68,Youtube,,
2266,non-abusive (2267),শক্তির দিক থেকে এই পাথর ইটের খোয়ার তুলনায় বেশ দৃঢ়। সিমেন্টের ক্লিনকারে ব্যবহারের কারণে এটি নির্মাণ সামগ্রীর দৃঢ়তা ও মান বজায় রাখতে সাহায্য করে। ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2267).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2267).npy,"[1.0, 0.0]",10.96,Youtube,,
2267,non-abusive (2268),নির্মাণ বা শিল্পখাতে বেশি কাজে লাগে এই সাদা পাথর। সিমেন্টের ক্লিনকার বা স্থাপনা বানাতে টেকশই নির্মাণ ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2268).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2268).npy,"[1.0, 0.0]",9.96,Youtube,,
2268,non-abusive (2269),সামগ্রী হিসেবে জনপ্রিয় এই পাথর। রাস্তা নির্মাণের সময় ভাঙ্গা পাথর পিচে মেশালে রাস্তার ভিত্তির দৃঢ়তা বাড়ে। চুন উৎপাদনে ভাস্কর্য শিল্পে ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2269).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2269).npy,"[1.0, 0.0]",9.88,Youtube,,
2269,non-abusive (2270),গুড়া পেইন্ট। এমনকি টুথপেস্টের উপাদান হিসেবেও ব্যবহার করা হয় এই পাথর। ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2270).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2270).npy,"[1.0, 0.0]",9.24,Youtube,,
2270,non-abusive (2271),"কোম্পানীগঞ্জ উপজেলা স্টোন ক্রাশিং মালিক সমিতির সূত্রে জানা গেছে, নদী থেকে তোলা পাথর 115 টাকা ঘন ফুট দরে কিনে নেন ব্যবসায়ীরা। ",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2271).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2271).npy,"[1.0, 0.0]",8.28,Youtube,,
2271,non-abusive (2272),পাচ থেকে 10 টাকা হারে মুনাফা ধরে পাথর ভাঙ্গা কারখানায় বিক্রি করা হয় সে পাথর। এরপর ধরণ ও আকার ভেতে গরে 135 থেকে 145 টাকা,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2272).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2272).npy,"[1.0, 0.0]",9.72,Youtube,,
2272,non-abusive (2273),দরে কারখানা মালিকেরা পাথর বিক্রি করেন। সেখান থেকে এই পাথর দেশের বিভিন্ন জেলায় ট্রাকে করে নিয়ে যাওয়া হয়। কেনা দামের সঙ্গে পরিবহন ভাড়া এবং মুনাফা যুক্ত করে ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2273).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2273).npy,"[1.0, 0.0]",10.24,Youtube,,
2273,non-abusive (2274),মূল্য ঠিক করেন ব্যবসায়ী ও ঠিকাদারীরা। যদিও সিলেট থেকে পাথর তুলে দেশের চাহিদার মাত্র 7% মেটানো সম্ভব বলে জানিয়েছেন বিশেষজ্ঞরা। তবুও ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2274).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2274).npy,"[1.0, 0.0]",10.72,Youtube,,
2274,non-abusive (2275),বর্তমান সময়ে হুরমুড়িয়ে সাদা পাথর লুটের ঘটনা ঘটেছে। এখন প্রশ্ন হলো এত গুণ যে পাথরের এত কাজে লাগে যে পাথর সেই সাদা পাথর তুললে ক্ষতি কি? ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2275).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2275).npy,"[1.0, 0.0]",12.32,Youtube,,
2275,non-abusive (2276),"পরিবেশবিদ ও স্থপতি ইকবাল হাবিব বিডিসিকে বলেছেন, পানির তোর বেশি যেখানে সেখানে জমে এসব পাথর। পানির ",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2276).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2276).npy,"[1.0, 0.0]",9.76,Youtube,,
2276,non-abusive (2277),সেই তীব্র প্রবাহকে ভেঙে তার গতিকে প্রাকৃতিকভাবেই নিয়ন্ত্রণে রাখে। পাথর তুলে ফেলা হলে ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2277).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2277).npy,"[1.0, 0.0]",6.52,Youtube,,
2277,non-abusive (2278),"গোটা ব্যবস্থাটাই ভেঙে পড়ে। ফলে পানির ধাক্কায় নদীর পাড়ে ভাঙ্গন ধরে বাড়তে থাকে প্লাবন। সিলেটের পরিবেশ আন্দোলনের অন্যতম সংগঠক আব্দুল করিম চৌধুরীর বরাতে সংবাদ মাধ্যম বাংলা স্ট্রিম জানায়, ",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2278).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2278).npy,"[1.0, 0.0]",12.92,Youtube,,
2278,non-abusive (2279),সিলেটের যেসব এলাকা থেকে পাথর তোলা হয় সেসব এলাকা জৈনতা ও খাসিয়া পাহাড়ের পাদদেশে অবস্থিত। পাহাড়ের নিচে ক্রমাগত গর্ত করে পাথর তোলায় ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2279).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2279).npy,"[1.0, 0.0]",8.84,Youtube,,
2279,non-abusive (2280),"পাহাড় ধসের আশঙ্কা বাড়ছে। তাছাড়া পানিতে অক্সিজেন সংশ্লেষ করাও এসব পাথরের কাজ জানিয়েছেন ইকবাল হাবিব। বলেছেন, ",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2280).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2280).npy,"[1.0, 0.0]",8.76,Youtube,,
2280,non-abusive (2281),পাথর না থাকলে নদীর পানি প্রথমেই ভয়াবহ দূষিত হয়ে পড়ে। ফলে ওই অঞ্চলে খাবার পানির স্বল্পতা দেখা দিতে পারে। এমন বিধ্বংসী কাজ করে আমরা প্রকৃতির যে অপূরণীয় ক্ষতি করছি তার ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2281).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2281).npy,"[1.0, 0.0]",14.08,Youtube,,
2281,non-abusive (2282),ভয়াবহ পরিণতি ভোগ করতে হবে আমাদেরই। বেঁচে থাকতেই হয়তো এমন পরিণতির ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2282).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2282).npy,"[1.0, 0.0]",5.44,Youtube,,
2282,non-abusive (2283),সাক্ষী হয়ে যেতে পারি আমরা। আমাদের মনে রাখা উচিত অর্থের লোভে যে পৃথিবীটা আমরা ধ্বংস করছি এই পৃথিবীবাদে আমাদের আর কোথাও যাওয়ার জায়গা নেই। ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2283).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2283).npy,"[1.0, 0.0]",11.44,Youtube,,
2283,non-abusive (2284),এমন আরো সব ভিডিও পেতে ভিজিট করুন প্রথম আলো ডট কম স্ল্যাশ ভিডিও ফলো করুন প্রথম আলো ফেসবুক পেজ এবং সাবস্ক্রাইব করুন প্রথম আলোর সবগুলো YouTube চ্যানেল। ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2284).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2284).npy,"[1.0, 0.0]",9.16,Youtube,,
2284,non-abusive (2285),শপআপ। বাংলাদেশের বর্তমান সময়ের স্টার্টআপ গুলোর মধ্যে অন্যতম একটি নাম শপআপ। অনেকে এই কোম্পানির নাম শুনেছেন। বিশেষ করে বারবার বড় অংকের বিদেশী ইনভেস্টমেন্ট পাওয়ার খবরে। ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2285).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2285).npy,"[1.0, 0.0]",13.01,Youtube,,
2285,non-abusive (2286),2018 সালে যাত্রা শুরু করা এই স্টার্টআপটি এখন পর্যন্ত 3500 কোটি টাকার বেশি বিদেশী ইনভেস্টমেন্ট সংগ্রহ করতে পেরেছে। ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2286).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2286).npy,"[1.0, 0.0]",7.81,Youtube,,
2286,non-abusive (2287),এ ধরনের ইনভেস্টমেন্ট নিউজগুলোর কারণেশপ এখন দেশের স্টার্টআপ গুলোর মধ্যে একটা পরিচিত নাম। কিন্তু অনেকেই জানেন না শপ আপ আসলে কি করে। ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2287).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2287).npy,"[1.0, 0.0]",9.44,Youtube,,
2287,non-abusive (2288),"মূলত শপআপ কাজ করে দেশের ডিস্ট্রিবিউশন সাপ্লাই চেইনের বিটুবি মার্কেটে। আর ঠিক এই কারণেই তাদের কার্যক্রম বেশিরভাগ সময় কনজিউমারদের চোখের আড়ালেই থেকে যায়। আমাদের আজকের ভিডিওতে আপনাদের জানাবো স্বভাব কিভাবে কাজ করে, কাদের জন্য কাজ করে। আর কেন এটিকে বাংলাদেশের অন্যতম সম্ভাবনাময় স্টার্টআপ হিসেবে ধরা হয়। ",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2288).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2288).npy,"[1.0, 0.0]",10.68,Youtube,,
2288,non-abusive (2289),"আমরা প্রতিদিন সকাল থেকে রাত পর্যন্ত অসংখ্য জিনিস ব্যবহার করে থাকি। দৈনন্দিন জীবনের সাবান, টুথপেস্ট, চা, বিস্কুট, শ্যাম্পু কিংবা ডিটারজেন্টের মত পণ্যগুলো আমরা ",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2289).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2289).npy,"[1.0, 0.0]",12.21,Youtube,,
2289,non-abusive (2290),বাজার কিংবা এলাকার দোকান থেকে কিনে নিই। এই পণ্যগুলোকে সাধারণত ফাস্ট মুভিং কনজিউমার গুডস বা এফএমসিজি পণ্য বলা হয়। ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2290).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2290).npy,"[1.0, 0.0]",8.58,Youtube,,
2290,non-abusive (2291),কিন্তু এসব পণ্যের একটিও বাজার বা দোকানগুলোতে কিন্তু তৈরি হয় না। তাহলে কিভাবে আমাদের নিয়মিত ব্যবহৃত এই পণ্যগুলো এত সহজে আমাদের হাতের নাগালে পৌঁছায়? ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2291).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2291).npy,"[1.0, 0.0]",10.51,Youtube,,
2291,non-abusive (2292),এর উত্তর লুকিয়ে আছে দেশের প্রতিটি প্রান্তে ছড়িয়ে থাকা শক্তিশালী ডিস্ট্রিবিউশন নেটওয়ার্কের ভেতরে। সকালের চায়ের পাতা থেকে শুরু করে বিকেলের স্ন্যাক্স প্রতিদিনের প্রয়োজনের প্রায় ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2292).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2292).npy,"[1.0, 0.0]",10.11,Youtube,,
2292,non-abusive (2293),সব পণ্য আমাদের ঘরের কাছে দোকানে পৌঁছায় এই নেটওয়ার্কের মাধ্যমে। এভাবেই দেশের প্রায় 17 কোটি ভোক্তার প্রতিদিনের প্রয়োজন মেটাতে ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2293).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2293).npy,"[1.0, 0.0]",9.54,Youtube,,
2293,non-abusive (2294),এই সাপ্লাই চেইন প্রতিনিয়ত কাজ করছে নিরবিচ্ছিন্নভাবে। ডেইলি স্টারের প্রকাশিত 28শে এপ্রিলের একটি প্রতিবেদন থেকে জানা যায় বাংলাদেশের ফাস্ট মুভিং কনজিউমার গুডস বা ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2294).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2294).npy,"[1.0, 0.0]",10.74,Youtube,,
2294,non-abusive (2295),এফএমসিজি সেক্টরের বার্ষিক বাজার মূল্য প্রায় 5 হাজার কোটি টাকা। পাশাপাশি প্রায় কয়েক লাখ কর্মী প্রতিদিন সকাল থেকে কনজিউমারদের প্রয়োজনীয় প্রায় ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2295).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2295).npy,"[1.0, 0.0]",9.21,Youtube,,
2295,non-abusive (2296),প্রতিটি পণ্যই সারা দেশের দোকানগুলোতে পৌঁছে যাওয়ার কাজটি করে থাকে। এদের কেউ কারখানা থেকে ডিস্ট্রিবিউশন হাউসে পণ্য সরবরাহ করে। কেউবা ডিস্ট্রিবিউটর বা সেলস রিপ্রেজেন্টেটিভ হিসেবে কাজ করে। ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2296).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2296).npy,"[1.0, 0.0]",11.71,Youtube,,
2296,non-abusive (2297),"কেউ সরাসরি দোকানে পণ্য সরবরাহ করে থাকে। পাশাপাশি পণ্যগুলোর ট্রান্সপোর্টেশনের জন্য একটি বিশাল সংখ্যক ট্রাক, ভ্যান কিংবা লরি চালকরা নিয়মিত কাজ করে যাচ্ছে। ",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2297).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2297).npy,"[1.0, 0.0]",11.81,Youtube,,
2297,non-abusive (2298),সবচেয়ে অবাক করার বিষয় হলো এই নেটওয়ার্কটি এতটাই শক্তিশালী ও ইফেক্টিভলি কাজ করে ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2298).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2298).npy,"[1.0, 0.0]",5.27,Youtube,,
2298,non-abusive (2299),"যে প্রয়োজনীয় প্রায় সকল পণ্যই ঢাকার মিরপুর, কারওয়ান বাজার, মতিঝিঝিল কিংবা উত্তরার দোকানে যে দামে বিক্রি হয় রংপুর, সিলেট কিংবা চট্টগ্রামের বাজারেও প্রায় একই দামে বিক্রি হয়ে থাকে। সারা",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2299).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2299).npy,"[1.0, 0.0]",13.21,Youtube,,
2299,non-abusive (2300),দেশে ছড়িয়ে থাকা এই ডিস্ট্রিবিউশন নেটওয়ার্কের মাধ্যমে দেশের প্রায় প্রতিটি দোকানেই সেইম প্রাইস মেইনটেইন করা সম্ভব হচ্ছে। একজন ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2300).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2300).npy,"[1.0, 0.0]",7.77,Youtube,,
2300,non-abusive (2301),"ক্রেতা মুদি দোকানে গেলে সাবান টুথপেস্ট বা কোল্ড ড্রিংকস এর দাম আগে থেকেই জানেন। সে অনুযায়ী তিনি তার বাজেট তৈরি করতে পারেন। কিন্তু চাল, চিনি, ",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2301).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2301).npy,"[1.0, 0.0]",10.24,Youtube,,
2301,non-abusive (2302),"তেল, পিঁয়াজের মত পণ্যের ক্ষেত্রে এ বিষয়টি খুব একটা লক্ষ্য করা যায় না। যার মূল কারণ এই পণ্যগুলোর দাম নিয়মিত চেঞ্জ হয়।",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2302).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2302).npy,"[1.0, 0.0]",8.91,Youtube,,
2302,non-abusive (2303),কখনো কখনো দিনে একাধিকবারও দাম পরিবর্তন হতে দেখা যায়। অনেকের মনে হয় পণ্যের বৈশিষ্ট্য অনুযায়ী এমন ওঠানামা স্বাভাবিক। তবে দামের এই ওঠানামা পণ্যের বৈশিষ্ট্যের কারণে হয় না।,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2303).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2303).npy,"[1.0, 0.0]",11.85,Youtube,,
2303,non-abusive (2304),"বরং এগুলোর বাজারে যেভাবে ডিস্ট্রিবিউট করা হয় তার উপর নির্ভর করে। যেমন এফএমসিজি পণ্য, সাবান, টুথপেস্ট বা কোল্ড ড্রিংকস সরাসরি ফ্যাক্টরি থেকে মদি দোকানে পৌঁছায়। ",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2304).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2304).npy,"[1.0, 0.0]",10.81,Youtube,,
2304,non-abusive (2305),এখানে হোলসেলার বা ডিস্ট্রিবিউট থাকে বটে তবে তারা এসব পণ্যের দামে ইমপ্যাক্ট রাখতে পারে না। এফএমসিজি পণ্য কোম্পানি থেকেই দাম নির্ধারণ করা হয়। এবং ,non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2305).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2305).npy,"[1.0, 0.0]",9.71,Youtube,,
2305,non-abusive (2306),"এই মধ্যবর্তী পর্যায়ে থাকা মানুষরা একটি নির্দিষ্ট কমিশন বা মার্জিন পেয়ে থাকে। কিন্তু চাল, ডাল, চিনি, তেলের মত নিত্য প্রয়োজনীয় পণ্যের ক্ষেত্রে পদ্ধতিটা ভিন্ন। এই ",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2306).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2306).npy,"[1.0, 0.0]",12.01,Youtube,,
2306,non-abusive (2307),"পণ্যগুলো ট্রেডার লেড ডিস্ট্রিবিউশন পদ্ধতিতে বাজারে আসে। এখানে ট্রেডার, আর সহ নানা ধরনের মধ্যসত্ত্ব ভোগী থাকে। ",non-abusive,/kaggle/input/abusivevid6/video/non-abusive (2307).mp4,/kaggle/input/abusiveaud/audio/non-abusive (2307).npy,"[1.0, 0.0]",8.51,Youtube,,
